    Fribourg_Switzerland
    46.82,7.16,610,+1
	Ibn	Idh
5155	355.83	61.00
5156	75.63	30.00
5157	0.00	3.00
5158	0.00	0.00
5159	0.00	0.00
5160	0.00	0.00
5161	0.00	0.00
5162	0.00	0.00
5163	0.00	0.00
5164	0.00	0.00
5165	0.00	0.00
5166	19.48	16.00
5167	384.79	81.00
5168	758.53	79.00
5169	767.55	117.00
5170	770.14	164.00
5171	789.64	185.00
5172	821.39	175.00
5173	761.40	235.00
5174	430.57	350.00
5175	85.54	359.00
5176	17.34	322.00
5177	4.74	173.00
5178	2.05	55.00
5179	6.14	41.00
5180	0.00	1.00
5181	0.00	0.00
5182	0.00	0.00
5183	0.00	0.00
5184	0.00	0.00
5185	0.00	0.00
5186	0.00	0.00
5187	0.00	0.00
5188	0.00	0.00
5189	0.00	0.00
5190	18.27	15.00
5191	653.78	51.00
5192	755.67	80.00
5193	781.14	111.00
5194	816.97	144.00
5195	844.94	151.00
5196	880.40	138.00
5197	855.18	142.00
5198	865.74	145.00
5199	807.13	139.00
5200	691.89	151.00
5201	651.77	155.00
5202	473.58	215.00
5203	105.49	114.00
5204	26.37	44.00
5205	0.00	0.00
5206	0.00	0.00
5207	0.00	0.00
5208	0.00	0.00
5209	0.00	0.00
5210	0.00	0.00
5211	0.00	0.00
5212	0.00	0.00
5213	0.00	0.00
5214	17.19	13.00
5215	417.39	85.00
5216	734.74	102.00
5217	774.63	124.00
5218	786.75	167.00
5219	782.32	182.00
5220	790.18	187.00
5221	732.82	265.00
5222	413.22	332.00
5223	306.61	363.00
5224	342.48	341.00
5225	184.80	216.00
5226	366.81	202.00
5227	266.51	100.00
5228	40.52	36.00
5229	0.00	0.00
5230	0.00	0.00
5231	0.00	0.00
5232	0.00	0.00
5233	0.00	0.00
5234	0.00	0.00
5235	0.00	0.00
5236	0.00	0.00
5237	0.00	1.00
5238	0.00	4.00
5239	127.19	35.00
5240	186.59	100.00
5241	506.75	193.00
5242	150.59	269.00
5243	257.00	319.00
5244	606.46	239.00
5245	858.68	143.00
5246	857.79	146.00
5247	797.49	147.00
5248	749.50	109.00
5249	725.09	95.00
5250	579.98	85.00
5251	161.66	64.00
5252	20.78	47.00
5253	0.00	0.00
5254	0.00	0.00
5255	0.00	0.00
5256	0.00	0.00
5257	0.00	0.00
5258	0.00	0.00
5259	0.00	0.00
5260	0.00	0.00
5261	4.74	1.00
5262	15.35	7.00
5263	101.04	49.00
5264	721.31	90.00
5265	715.77	146.00
5266	565.91	248.00
5267	490.55	350.00
5268	456.52	370.00
5269	717.00	286.00
5270	341.08	248.00
5271	308.55	287.00
5272	69.01	282.00
5273	9.65	113.00
5274	8.40	72.00
5275	3.21	45.00
5276	7.12	11.00
5277	0.00	0.00
5278	0.00	0.00
5279	0.00	0.00
5280	0.00	0.00
5281	0.00	0.00
5282	0.00	0.00
5283	0.00	0.00
5284	0.00	0.00
5285	0.00	0.00
5286	14.56	10.00
5287	303.02	86.00
5288	766.86	79.00
5289	754.90	131.00
5290	742.56	200.00
5291	578.07	310.00
5292	138.50	251.00
5293	19.97	282.00
5294	11.68	240.00
5295	3.67	127.00
5296	4.08	195.00
5297	3.23	178.00
5298	10.58	147.00
5299	6.49	84.00
5300	7.32	21.00
5301	0.00	0.00
5302	0.00	0.00
5303	0.00	0.00
5304	0.00	0.00
5305	0.00	0.00
5306	0.00	0.00
5307	0.00	0.00
5308	0.00	0.00
5309	0.00	0.00
5310	13.84	6.00
5311	75.75	63.00
5312	26.49	112.00
5313	229.34	170.00
5314	898.55	118.00
5315	674.73	285.00
5316	728.45	258.00
5317	682.33	140.00
5318	264.68	274.00
5319	20.87	274.00
5320	234.61	232.00
5321	635.40	141.00
5322	404.98	149.00
5323	19.70	48.00
5324	7.54	13.00
5325	0.00	0.00
5326	0.00	0.00
5327	0.00	0.00
5328	0.00	0.00
5329	0.00	0.00
5330	0.00	0.00
5331	0.00	0.00
5332	0.00	0.00
5333	0.00	0.00
5334	13.19	10.00
5335	460.19	80.00
5336	279.46	146.00
5337	680.95	124.00
5338	780.40	210.00
5339	451.94	316.00
5340	563.78	298.00
5341	595.76	288.00
5342	875.26	135.00
5343	884.62	104.00
5344	810.86	88.00
5345	800.57	70.00
5346	648.62	57.00
5347	315.94	41.00
5348	85.55	17.00
5349	0.00	0.00
5350	0.00	0.00
5351	0.00	0.00
5352	0.00	0.00
5353	0.00	0.00
5354	0.00	0.00
5355	0.00	0.00
5356	0.00	0.00
5357	0.00	0.00
5358	12.59	8.00
5359	641.37	62.00
5360	960.80	51.00
5361	936.77	73.00
5362	950.24	99.00
5363	955.59	100.00
5364	924.64	89.00
5365	946.23	98.00
5366	894.58	103.00
5367	886.56	104.00
5368	766.20	90.00
5369	811.59	69.00
5370	675.39	52.00
5371	407.71	40.00
5372	96.45	16.00
5373	0.00	0.00
5374	0.00	0.00
5375	0.00	0.00
5376	0.00	0.00
5377	0.00	0.00
5378	0.00	0.00
5379	0.00	0.00
5380	0.00	0.00
5381	0.00	0.00
5382	12.04	8.00
5383	24.27	27.00
5384	7.84	38.00
5385	4.73	68.00
5386	3.48	92.00
5387	34.26	327.00
5388	84.68	332.00
5389	59.48	342.00
5390	69.77	328.00
5391	23.58	198.00
5392	212.78	317.00
5393	558.47	203.00
5394	427.74	141.00
5395	6.83	29.00
5396	8.32	5.00
5397	0.00	0.00
5398	0.00	0.00
5399	0.00	0.00
5400	0.00	0.00
5401	0.00	0.00
5402	0.00	0.00
5403	0.00	0.00
5404	0.00	0.00
5405	0.00	0.00
5406	11.53	4.00
5407	189.86	68.00
5408	15.88	114.00
5409	23.80	129.00
5410	8.74	146.00
5411	358.23	292.00
5412	107.80	364.00
5413	398.61	276.00
5414	156.63	167.00
5415	58.55	222.00
5416	72.17	265.00
5417	167.86	175.00
5418	154.05	161.00
5419	86.60	63.00
5420	17.27	14.00
5421	0.00	0.00
5422	0.00	0.00
5423	0.00	0.00
5424	0.00	0.00
5425	0.00	0.00
5426	0.00	0.00
5427	0.00	0.00
5428	0.00	0.00
5429	0.00	0.00
5430	11.06	7.00
5431	330.70	86.00
5432	888.63	58.00
5433	851.07	91.00
5434	802.61	149.00
5435	782.59	222.00
5436	850.13	199.00
5437	825.03	189.00
5438	732.29	190.00
5439	620.32	156.00
5440	719.54	137.00
5441	713.98	107.00
5442	592.67	77.00
5443	316.32	55.00
5444	53.85	17.00
5445	0.00	0.00
5446	0.00	0.00
5447	0.00	0.00
5448	0.00	0.00
5449	0.00	0.00
5450	0.00	0.00
5451	0.00	0.00
5452	0.00	0.00
5453	0.00	0.00
5454	10.63	6.00
5455	235.55	88.00
5456	843.14	63.00
5457	837.90	97.00
5458	852.54	116.00
5459	886.84	129.00
5460	910.62	127.00
5461	877.12	141.00
5462	832.89	143.00
5463	773.48	153.00
5464	697.78	155.00
5465	644.40	125.00
5466	557.64	85.00
5467	196.24	54.00
5468	18.70	13.00
5469	0.00	0.00
5470	0.00	0.00
5471	0.00	0.00
5472	0.00	0.00
5473	0.00	0.00
5474	0.00	0.00
5475	0.00	0.00
5476	0.00	0.00
5477	0.00	0.00
5478	10.23	5.00
5479	552.93	56.00
5480	796.52	68.00
5481	814.85	101.00
5482	844.48	121.00
5483	691.78	216.00
5484	442.22	300.00
5485	6.03	126.00
5486	2.40	16.00
5487	1.26	19.00
5488	1.41	52.00
5489	10.16	136.00
5490	106.22	130.00
5491	54.36	82.00
5492	9.77	11.00
5493	0.00	0.00
5494	0.00	0.00
5495	0.00	0.00
5496	0.00	0.00
5497	0.00	0.00
5498	0.00	0.00
5499	0.00	0.00
5500	0.00	0.00
5501	0.00	0.00
5502	9.85	2.00
5503	30.65	23.00
5504	8.37	68.00
5505	17.15	204.00
5506	410.17	261.00
5507	260.68	330.00
5508	208.42	317.00
5509	111.33	336.00
5510	128.81	449.00
5511	212.71	413.00
5512	335.41	327.00
5513	305.09	241.00
5514	438.04	111.00
5515	117.85	65.00
5516	10.23	10.00
5517	0.00	0.00
5518	0.00	0.00
5519	0.00	0.00
5520	0.00	0.00
5521	0.00	0.00
5522	0.00	0.00
5523	0.00	0.00
5524	0.00	0.00
5525	0.00	0.00
5526	19.00	5.00
5527	242.81	71.00
5528	432.52	103.00
5529	599.98	168.00
5530	690.22	179.00
5531	811.67	178.00
5532	853.61	187.00
5533	661.91	188.00
5534	836.27	193.00
5535	412.00	201.00
5536	512.14	234.00
5537	554.25	210.00
5538	269.53	136.00
5539	93.62	83.00
5540	43.02	18.00
5541	0.00	0.00
5542	0.00	0.00
5543	0.00	0.00
5544	0.00	0.00
5545	0.00	0.00
5546	0.00	0.00
5547	0.00	0.00
5548	0.00	0.00
5549	0.00	0.00
5550	9.17	4.00
5551	411.82	58.00
5552	524.60	86.00
5553	731.49	123.00
5554	776.83	146.00
5555	868.05	156.00
5556	889.31	151.00
5557	843.60	166.00
5558	862.62	167.00
5559	730.59	152.00
5560	685.07	144.00
5561	704.97	123.00
5562	525.85	90.00
5563	144.78	58.00
5564	45.36	11.00
5565	0.00	0.00
5566	0.00	0.00
5567	0.00	0.00
5568	0.00	0.00
5569	0.00	0.00
5570	0.00	0.00
5571	0.00	0.00
5572	0.00	0.00
5573	0.00	0.00
5574	8.86	4.00
5575	365.21	64.00
5576	540.85	80.00
5577	734.70	118.00
5578	784.69	137.00
5579	863.01	150.00
5580	879.79	146.00
5581	843.16	161.00
5582	831.99	167.00
5583	691.57	180.00
5584	641.37	176.00
5585	635.17	172.00
5586	463.09	139.00
5587	108.61	75.00
5588	24.01	11.00
5589	0.00	0.00
5590	0.00	0.00
5591	0.00	0.00
5592	0.00	0.00
5593	0.00	0.00
5594	0.00	0.00
5595	0.00	0.00
5596	0.00	0.00
5597	0.00	0.00
5598	8.57	4.00
5599	195.19	71.00
5600	544.34	82.00
5601	732.95	114.00
5602	805.44	130.00
5603	866.86	142.00
5604	853.26	144.00
5605	840.32	135.00
5606	817.08	171.00
5607	716.70	240.00
5608	125.81	235.00
5609	10.52	75.00
5610	109.28	63.00
5611	118.54	101.00
5612	25.52	10.00
5613	0.00	0.00
5614	0.00	0.00
5615	0.00	0.00
5616	0.00	0.00
5617	0.00	0.00
5618	0.00	0.00
5619	0.00	0.00
5620	0.00	0.00
5621	0.00	0.00
5622	8.30	5.00
5623	356.50	67.00
5624	682.73	80.00
5625	746.50	137.00
5626	753.17	199.00
5627	876.76	132.00
5628	606.15	309.00
5629	770.91	174.00
5630	752.97	203.00
5631	568.58	254.00
5632	183.26	166.00
5633	480.37	187.00
5634	189.72	87.00
5635	132.91	77.00
5636	13.63	5.00
5637	0.00	0.00
5638	0.00	0.00
5639	0.00	0.00
5640	0.00	0.00
5641	0.00	0.00
5642	0.00	0.00
5643	0.00	0.00
5644	0.00	0.00
5645	0.00	0.00
5646	8.05	2.00
5647	226.62	53.00
5648	360.25	146.00
5649	256.87	164.00
5650	337.27	288.00
5651	255.72	289.00
5652	159.41	255.00
5653	156.05	321.00
5654	29.61	304.00
5655	74.19	246.00
5656	7.32	102.00
5657	64.07	198.00
5658	293.83	177.00
5659	49.30	63.00
5660	14.65	3.00
5661	0.00	0.00
5662	0.00	0.00
5663	0.00	0.00
5664	0.00	0.00
5665	0.00	0.00
5666	0.00	0.00
5667	0.00	0.00
5668	0.00	0.00
5669	0.00	0.00
5670	0.00	0.00
5671	49.32	18.00
5672	9.26	49.00
5673	5.18	107.00
5674	5.56	195.00
5675	3.00	143.00
5676	5.29	180.00
5677	2.49	72.00
5678	2.48	50.00
5679	1.31	70.00
5680	1.47	103.00
5681	64.57	209.00
5682	9.83	82.00
5683	4.19	4.00
5684	0.00	0.00
5685	0.00	0.00
5686	0.00	0.00
5687	0.00	0.00
5688	0.00	0.00
5689	0.00	0.00
5690	0.00	0.00
5691	0.00	0.00
5692	0.00	0.00
5693	0.00	0.00
5694	0.00	0.00
5695	108.21	45.00
5696	301.11	94.00
5697	629.48	114.00
5698	570.59	161.00
5699	932.98	159.00
5700	931.48	136.00
5701	994.16	92.00
5702	957.15	96.00
5703	799.32	126.00
5704	761.20	95.00
5705	721.47	78.00
5706	554.23	57.00
5707	239.85	44.00
5708	0.00	0.00
5709	0.00	0.00
5710	0.00	0.00
5711	0.00	0.00
5712	0.00	0.00
5713	0.00	0.00
5714	0.00	0.00
5715	0.00	0.00
5716	0.00	0.00
5717	0.00	0.00
5718	0.00	0.00
5719	385.39	42.00
5720	884.55	46.00
5721	922.04	65.00
5722	949.18	72.00
5723	966.35	78.00
5724	947.59	87.00
5725	934.51	137.00
5726	884.03	138.00
5727	787.63	150.00
5728	676.60	129.00
5729	632.63	104.00
5730	374.81	75.00
5731	8.76	31.00
5732	0.00	0.00
5733	0.00	0.00
5734	0.00	0.00
5735	0.00	0.00
5736	0.00	0.00
5737	0.00	0.00
5738	0.00	0.00
5739	0.00	0.00
5740	0.00	0.00
5741	0.00	0.00
5742	0.00	0.00
5743	134.43	64.00
5744	690.22	71.00
5745	781.27	105.00
5746	847.39	120.00
5747	904.06	122.00
5748	923.70	122.00
5749	869.36	159.00
5750	812.82	172.00
5751	709.46	170.00
5752	626.97	168.00
5753	529.52	148.00
5754	399.85	87.00
5755	134.37	45.00
5756	0.00	0.00
5757	0.00	0.00
5758	0.00	0.00
5759	0.00	0.00
5760	0.00	0.00
5761	0.00	0.00
5762	0.00	0.00
5763	0.00	0.00
5764	0.00	0.00
5765	0.00	0.00
5766	0.00	0.00
5767	229.61	32.00
5768	642.62	50.00
5769	833.79	85.00
5770	822.26	129.00
5771	504.11	241.00
5772	52.52	263.00
5773	51.89	199.00
5774	6.31	125.00
5775	162.97	369.00
5776	487.68	169.00
5777	491.46	160.00
5778	221.83	68.00
5779	4.59	6.00
5780	0.00	0.00
5781	0.00	0.00
5782	0.00	0.00
5783	0.00	0.00
5784	0.00	0.00
5785	0.00	0.00
5786	0.00	0.00
5787	0.00	0.00
5788	0.00	0.00
5789	0.00	0.00
5790	0.00	0.00
5791	88.90	18.00
5792	25.14	77.00
5793	10.82	147.00
5794	5.73	172.00
5795	9.24	243.00
5796	4.06	259.00
5797	3.81	181.00
5798	2.54	215.00
5799	9.40	300.00
5800	4.56	181.00
5801	11.23	173.00
5802	15.68	115.00
5803	9.40	29.00
5804	0.00	0.00
5805	0.00	0.00
5806	0.00	0.00
5807	0.00	0.00
5808	0.00	0.00
5809	0.00	0.00
5810	0.00	0.00
5811	0.00	0.00
5812	0.00	0.00
5813	0.00	0.00
5814	0.00	0.00
5815	106.09	12.00
5816	5.12	55.00
5817	5.46	87.00
5818	5.77	194.00
5819	4.64	141.00
5820	4.08	139.00
5821	5.11	125.00
5822	6.37	172.00
5823	6.75	174.00
5824	3.06	80.00
5825	3.78	56.00
5826	5.30	34.00
5827	9.64	16.00
5828	0.00	0.00
5829	0.00	0.00
5830	0.00	0.00
5831	0.00	0.00
5832	0.00	0.00
5833	0.00	0.00
5834	0.00	0.00
5835	0.00	0.00
5836	0.00	0.00
5837	0.00	0.00
5838	0.00	0.00
5839	65.81	4.00
5840	10.42	22.00
5841	5.51	55.00
5842	9.68	121.00
5843	7.78	132.00
5844	8.20	140.00
5845	10.27	231.00
5846	10.25	193.00
5847	6.79	102.00
5848	9.25	182.00
5849	5.72	112.00
5850	10.74	88.00
5851	49.48	42.00
5852	0.00	0.00
5853	0.00	0.00
5854	0.00	0.00
5855	0.00	0.00
5856	0.00	0.00
5857	0.00	0.00
5858	0.00	0.00
5859	0.00	0.00
5860	0.00	0.00
5861	0.00	0.00
5862	0.00	0.00
5863	173.48	29.00
5864	74.31	97.00
5865	8.34	117.00
5866	31.17	179.00
5867	9.39	218.00
5868	60.40	349.00
5869	33.54	394.00
5870	14.17	242.00
5871	25.97	302.00
5872	12.42	173.00
5873	13.47	144.00
5874	2.72	48.00
5875	5.08	14.00
5876	0.00	0.00
5877	0.00	0.00
5878	0.00	0.00
5879	0.00	0.00
5880	0.00	0.00
5881	0.00	0.00
5882	0.00	0.00
5883	0.00	0.00
5884	0.00	0.00
5885	0.00	0.00
5886	0.00	0.00
5887	254.70	19.00
5888	10.82	37.00
5889	5.62	59.00
5890	72.58	266.00
5891	12.59	205.00
5892	11.04	296.00
5893	164.63	411.00
5894	59.57	407.00
5895	133.38	309.00
5896	9.38	232.00
5897	143.73	190.00
5898	163.01	111.00
5899	146.47	45.00
5900	0.00	0.00
5901	0.00	0.00
5902	0.00	0.00
5903	0.00	0.00
5904	0.00	0.00
5905	0.00	0.00
5906	0.00	0.00
5907	0.00	0.00
5908	0.00	0.00
5909	0.00	0.00
5910	0.00	0.00
5911	392.36	32.00
5912	810.60	71.00
5913	847.90	116.00
5914	752.43	146.00
5915	819.56	157.00
5916	858.38	159.00
5917	852.09	176.00
5918	748.61	209.00
5919	619.83	211.00
5920	660.18	183.00
5921	549.25	130.00
5922	437.43	94.00
5923	134.68	40.00
5924	0.00	0.00
5925	0.00	0.00
5926	0.00	0.00
5927	0.00	0.00
5928	0.00	0.00
5929	0.00	0.00
5930	0.00	0.00
5931	0.00	0.00
5932	0.00	0.00
5933	0.00	0.00
5934	0.00	0.00
5935	398.71	29.00
5936	804.29	69.00
5937	839.16	114.00
5938	747.70	144.00
5939	817.85	157.00
5940	840.54	165.00
5941	836.85	179.00
5942	727.87	191.00
5943	590.31	185.00
5944	525.52	162.00
5945	243.72	122.00
5946	290.39	100.00
5947	94.42	39.00
5948	0.00	0.00
5949	0.00	0.00
5950	0.00	0.00
5951	0.00	0.00
5952	0.00	0.00
5953	0.00	0.00
5954	0.00	0.00
5955	0.00	0.00
5956	0.00	0.00
5957	0.00	0.00
5958	0.00	0.00
5959	13.70	8.00
5960	11.48	46.00
5961	8.68	120.00
5962	20.03	235.00
5963	24.01	217.00
5964	21.02	237.00
5965	258.04	389.00
5966	90.84	320.00
5967	23.82	288.00
5968	41.60	301.00
5969	8.01	158.00
5970	8.68	65.00
5971	11.47	11.00
5972	0.00	0.00
5973	0.00	0.00
5974	0.00	0.00
5975	0.00	0.00
5976	0.00	0.00
5977	0.00	0.00
5978	0.00	0.00
5979	0.00	0.00
5980	0.00	0.00
5981	0.00	0.00
5982	0.00	0.00
5983	0.00	15.00
5984	11.72	43.00
5985	52.61	204.00
5986	459.85	302.00
5987	394.39	287.00
5988	286.00	333.00
5989	434.14	227.00
5990	455.47	268.00
5991	198.86	207.00
5992	241.92	231.00
5993	329.78	179.00
5994	152.79	130.00
5995	71.12	43.00
5996	0.00	0.00
5997	0.00	0.00
5998	0.00	0.00
5999	0.00	0.00
6000	0.00	0.00
6001	0.00	0.00
6002	0.00	0.00
6003	0.00	0.00
6004	0.00	0.00
6005	0.00	0.00
6006	0.00	0.00
6007	24.88	41.00
6008	640.52	84.00
6009	853.56	99.00
6010	855.29	114.00
6011	923.04	115.00
6012	899.53	119.00
6013	900.98	136.00
6014	841.69	145.00
6015	778.01	120.00
6016	736.54	102.00
6017	670.77	86.00
6018	459.96	56.00
6019	128.83	25.00
6020	0.00	0.00
6021	0.00	0.00
6022	0.00	0.00
6023	0.00	0.00
6024	0.00	0.00
6025	0.00	0.00
6026	0.00	0.00
6027	0.00	0.00
6028	0.00	0.00
6029	0.00	0.00
6030	0.00	0.00
6031	14.99	41.00
6032	605.74	92.00
6033	895.50	82.00
6034	873.90	97.00
6035	927.03	101.00
6036	938.74	102.00
6037	915.36	115.00
6038	861.43	123.00
6039	610.33	167.00
6040	395.09	188.00
6041	297.73	143.00
6042	291.58	90.00
6043	63.59	32.00
6044	0.00	0.00
6045	0.00	0.00
6046	0.00	0.00
6047	0.00	0.00
6048	0.00	0.00
6049	0.00	0.00
6050	0.00	0.00
6051	0.00	0.00
6052	0.00	0.00
6053	0.00	0.00
6054	0.00	0.00
6055	37.72	22.00
6056	406.74	59.00
6057	875.05	85.00
6058	857.79	106.00
6059	865.54	136.00
6060	931.17	118.00
6061	593.51	294.00
6062	676.61	221.00
6063	660.60	179.00
6064	588.54	185.00
6065	493.43	140.00
6066	302.82	85.00
6067	39.62	31.00
6068	0.00	0.00
6069	0.00	0.00
6070	0.00	0.00
6071	0.00	0.00
6072	0.00	0.00
6073	0.00	0.00
6074	0.00	0.00
6075	0.00	0.00
6076	0.00	0.00
6077	0.00	0.00
6078	0.00	0.00
6079	52.84	17.00
6080	601.95	91.00
6081	903.03	81.00
6082	829.02	108.00
6083	895.73	115.00
6084	910.62	116.00
6085	915.02	116.00
6086	889.62	110.00
6087	807.29	104.00
6088	726.98	97.00
6089	647.13	84.00
6090	424.58	56.00
6091	103.01	23.00
6092	0.00	0.00
6093	0.00	0.00
6094	0.00	0.00
6095	0.00	0.00
6096	0.00	0.00
6097	0.00	0.00
6098	0.00	0.00
6099	0.00	0.00
6100	0.00	0.00
6101	0.00	0.00
6102	0.00	0.00
6103	33.04	19.00
6104	583.63	83.00
6105	842.24	87.00
6106	820.81	116.00
6107	652.43	265.00
6108	760.89	161.00
6109	867.29	135.00
6110	794.22	155.00
6111	645.20	170.00
6112	526.46	154.00
6113	445.03	138.00
6114	118.49	78.00
6115	28.62	28.00
6116	0.00	0.00
6117	0.00	0.00
6118	0.00	0.00
6119	0.00	0.00
6120	0.00	0.00
6121	0.00	0.00
6122	0.00	0.00
6123	0.00	0.00
6124	0.00	0.00
6125	0.00	0.00
6126	0.00	0.00
6127	46.67	26.00
6128	450.23	90.00
6129	723.95	116.00
6130	527.61	177.00
6131	681.74	174.00
6132	558.41	332.00
6133	245.17	405.00
6134	343.34	273.00
6135	11.76	123.00
6136	74.67	152.00
6137	197.03	188.00
6138	6.52	40.00
6139	14.94	4.00
6140	0.00	0.00
6141	0.00	0.00
6142	0.00	0.00
6143	0.00	0.00
6144	0.00	0.00
6145	0.00	0.00
6146	0.00	0.00
6147	0.00	0.00
6148	0.00	0.00
6149	0.00	0.00
6150	0.00	0.00
6151	0.00	5.00
6152	6.89	21.00
6153	3.16	50.00
6154	4.25	86.00
6155	43.73	257.00
6156	64.54	332.00
6157	323.82	459.00
6158	377.36	286.00
6159	589.53	261.00
6160	224.32	199.00
6161	94.23	143.00
6162	36.57	95.00
6163	7.82	22.00
6164	0.00	0.00
6165	0.00	0.00
6166	0.00	0.00
6167	0.00	0.00
6168	0.00	0.00
6169	0.00	0.00
6170	0.00	0.00
6171	0.00	0.00
6172	0.00	0.00
6173	0.00	0.00
6174	0.00	0.00
6175	0.00	13.00
6176	21.22	73.00
6177	44.72	192.00
6178	576.95	205.00
6179	866.95	144.00
6180	581.51	259.00
6181	578.16	247.00
6182	608.04	180.00
6183	695.46	140.00
6184	630.77	124.00
6185	585.73	88.00
6186	352.59	54.00
6187	65.58	19.00
6188	0.00	0.00
6189	0.00	0.00
6190	0.00	0.00
6191	0.00	0.00
6192	0.00	0.00
6193	0.00	0.00
6194	0.00	0.00
6195	0.00	0.00
6196	0.00	0.00
6197	0.00	0.00
6198	0.00	0.00
6199	73.58	29.00
6200	515.72	77.00
6201	556.10	141.00
6202	616.34	166.00
6203	562.60	216.00
6204	493.08	310.00
6205	161.84	375.00
6206	519.68	343.00
6207	345.88	302.00
6208	160.48	273.00
6209	94.36	201.00
6210	27.67	93.00
6211	25.86	18.00
6212	0.00	0.00
6213	0.00	0.00
6214	0.00	0.00
6215	0.00	0.00
6216	0.00	0.00
6217	0.00	0.00
6218	0.00	0.00
6219	0.00	0.00
6220	0.00	0.00
6221	0.00	0.00
6222	0.00	0.00
6223	44.87	25.00
6224	769.10	53.00
6225	851.01	84.00
6226	870.17	90.00
6227	930.44	88.00
6228	910.25	95.00
6229	898.61	103.00
6230	849.00	106.00
6231	771.41	106.00
6232	665.65	96.00
6233	600.79	75.00
6234	335.37	47.00
6235	54.52	14.00
6236	0.00	0.00
6237	0.00	0.00
6238	0.00	0.00
6239	0.00	0.00
6240	0.00	0.00
6241	0.00	0.00
6242	0.00	0.00
6243	0.00	0.00
6244	0.00	0.00
6245	0.00	0.00
6246	0.00	0.00
6247	20.67	8.00
6248	253.54	87.00
6249	818.63	79.00
6250	844.65	94.00
6251	886.87	102.00
6252	889.08	117.00
6253	857.81	126.00
6254	309.58	201.00
6255	485.75	161.00
6256	376.95	113.00
6257	525.67	121.00
6258	147.81	51.00
6259	9.61	8.00
6260	0.00	0.00
6261	0.00	0.00
6262	0.00	0.00
6263	0.00	0.00
6264	0.00	0.00
6265	0.00	0.00
6266	0.00	0.00
6267	0.00	0.00
6268	0.00	0.00
6269	0.00	0.00
6270	0.00	0.00
6271	19.16	10.00
6272	332.34	118.00
6273	271.90	249.00
6274	463.74	244.00
6275	901.94	95.00
6276	819.23	132.00
6277	776.69	155.00
6278	732.21	156.00
6279	680.59	143.00
6280	619.49	115.00
6281	523.36	91.00
6282	232.06	53.00
6283	20.40	10.00
6284	0.00	0.00
6285	0.00	0.00
6286	0.00	0.00
6287	0.00	0.00
6288	0.00	0.00
6289	0.00	0.00
6290	0.00	0.00
6291	0.00	0.00
6292	0.00	0.00
6293	0.00	0.00
6294	0.00	0.00
6295	35.70	16.00
6296	440.54	81.00
6297	802.58	81.00
6298	826.03	100.00
6299	890.98	97.00
6300	875.03	104.00
6301	852.05	117.00
6302	809.46	119.00
6303	763.77	105.00
6304	683.73	88.00
6305	577.86	74.00
6306	305.01	45.00
6307	43.48	10.00
6308	0.00	0.00
6309	0.00	0.00
6310	0.00	0.00
6311	0.00	0.00
6312	0.00	0.00
6313	0.00	0.00
6314	0.00	0.00
6315	0.00	0.00
6316	0.00	0.00
6317	0.00	0.00
6318	0.00	0.00
6319	16.71	19.00
6320	606.26	60.00
6321	382.52	178.00
6322	397.55	136.00
6323	712.06	225.00
6324	306.97	340.00
6325	15.86	298.00
6326	31.92	304.00
6327	32.87	217.00
6328	5.50	97.00
6329	4.80	35.00
6330	3.85	26.00
6331	11.63	3.00
6332	0.00	0.00
6333	0.00	0.00
6334	0.00	0.00
6335	0.00	0.00
6336	0.00	0.00
6337	0.00	0.00
6338	0.00	0.00
6339	0.00	0.00
6340	0.00	0.00
6341	0.00	0.00
6342	0.00	0.00
6343	15.70	13.00
6344	269.74	69.00
6345	677.66	146.00
6346	136.77	257.00
6347	669.36	177.00
6348	812.91	139.00
6349	842.00	129.00
6350	613.83	241.00
6351	243.08	274.00
6352	20.36	212.00
6353	19.48	157.00
6354	7.88	46.00
6355	12.51	4.00
6356	0.00	0.00
6357	0.00	0.00
6358	0.00	0.00
6359	0.00	0.00
6360	0.00	0.00
6361	0.00	0.00
6362	0.00	0.00
6363	0.00	0.00
6364	0.00	0.00
6365	0.00	0.00
6366	0.00	0.00
6367	0.00	5.00
6368	9.00	55.00
6369	123.96	133.00
6370	404.96	177.00
6371	270.87	191.00
6372	101.16	281.00
6373	130.11	304.00
6374	251.79	294.00
6375	800.72	154.00
6376	512.51	193.00
6377	12.35	103.00
6378	12.11	41.00
6379	13.53	2.00
6380	0.00	0.00
6381	0.00	0.00
6382	0.00	0.00
6383	0.00	0.00
6384	0.00	0.00
6385	0.00	0.00
6386	0.00	0.00
6387	0.00	0.00
6388	0.00	0.00
6389	0.00	0.00
6390	0.00	0.00
6391	0.00	5.00
6392	37.31	53.00
6393	229.88	196.00
6394	778.14	194.00
6395	169.93	230.00
6396	39.19	269.00
6397	25.03	298.00
6398	96.44	252.00
6399	245.67	212.00
6400	379.97	164.00
6401	273.17	104.00
6402	231.67	44.00
6403	44.22	6.00
6404	0.00	0.00
6405	0.00	0.00
6406	0.00	0.00
6407	0.00	0.00
6408	0.00	0.00
6409	0.00	0.00
6410	0.00	0.00
6411	0.00	0.00
6412	0.00	0.00
6413	0.00	0.00
6414	0.00	0.00
6415	26.56	16.00
6416	638.77	69.00
6417	932.83	63.00
6418	938.12	78.00
6419	962.07	75.00
6420	937.81	79.00
6421	907.56	86.00
6422	876.10	88.00
6423	819.62	80.00
